Episode Number,Scene Number,Scene Description
6X12,Scene 20,
6X12,Scene 21,
6X12,Scene 22,
6X12,Scene 23,
6X12,Scene 24,
6X12,Scene 25,
6X13,Scene 1,"SAN DIEGO COUNTY, CALIFORNIA"
6X13,Scene 2,SEVEN MONTHS LATER
6X13,Scene 3,GOGOLAK RESIDENCE 7:49 PM
6X13,Scene 4,
6X13,Scene 5,
6X13,Scene 6,
6X13,Scene 7,SCROEDER RESIDENCE 6:37 PM
6X13,Scene 8,
6X13,Scene 9,
6X13,Scene 10,
6X13,Scene 11,
6X13,Scene 12,
6X13,Scene 13,
6X14,Scene 1,"GOODLAND, FLORIDA"
6X14,Scene 2,
6X14,Scene 3,"TERRA NUEVA TRAILER PARK GOODLAND, FLORIDA"
6X14,Scene 4,SHIPLEY RESIDENCE 9:14 PM
6X14,Scene 5,
6X14,Scene 6,THE BREAKERS CONDOMINIUMS 10:42 PM
6X14,Scene 7,
6X14,Scene 8,
6X14,Scene 9,
6X14,Scene 10,
6X15,Scene 1,
6X15,Scene 2,
6X15,Scene 3,"FBI HEADQUARTERS WASHINGTON, DC"
6X15,Scene 4,
6X15,Scene 5,
6X15,Scene 7,
6X15,Scene 8,
6X16,Scene 1,FREIGHTER T'IEN KOU PACIFI OCEAN 9:17 PM
6X16,Scene 2,FBI HEADQUARTERS 7:10 PM
6X16,Scene 3,"BELLFLOWER, CALIFORNIA 9:27 PM"
6X16,Scene 4,"SAN PEDRO, CALIFORNIA 7:42 AM"
6X16,Scene 5,BELLFLOWER 9:32 AM
6X16,Scene 6,
6X16,Scene 7,
6X16,Scene 8,8:34 AM
6X16,Scene 9,
6X16,Scene 10,6:21 PM
6X16,Scene 11,
6X16,Scene 12,
6X16,Scene 13,"LOS ANGELES COUNTY HOSPITAL TORRANCE , CALIFORNIA"
6X16,Scene 14,
6X16,Scene 15,
6X16,Scene 16,X-FILES OFFICE
6X17,Scene 1,"JASPER COUNTY, MISSISSIPPI"
6X17,Scene 2,"HINDS COUNTY MORGUE JACKSON, MISSISSIPPI"
6X17,Scene 3,
6X17,Scene 4,"MERIDIAN, MISSISSIPPI"
6X17,Scene 5,10:54 PM
6X17,Scene 6,
6X17,Scene 7,
6X17,Scene 8,
6X17,Scene 9,
6X17,Scene 10,6:12 AM
6X17,Scene 11,
6X17,Scene 12,
6X17,Scene 13,
6X17,Scene 14,
6X17,Scene 15,
6X18,Scene 1,
6X18,Scene 2,
6X18,Scene 3,FBI HEADQUARTERS 7:07 AM
6X18,Scene 4,
6X18,Scene 5,
6X18,Scene 6,
6X18,Scene 7,
6X18,Scene 8,
6X18,Scene 9,
6X18,Scene 10,POLICE STATION  MULDER and SCULLY are walking to PHILLIP PADGETT's cell.)
6X18,Scene 11,
6X19,Scene 1,
6X19,Scene 2,"LAS VEGAS, NEVADA"
6X19,Scene 3,
6X19,Scene 4,
6X19,Scene 5,
6X19,Scene 6,
6X19,Scene 7,
6X19,Scene 8,
6X19,Scene 9,
6X19,Scene 10,
6X19,Scene 11,CLARK COUNTY MORGUE
6X19,Scene 12,
6X19,Scene 13,
6X19,Scene 14,
6X19,Scene 15,
6X19,Scene 16,
6X19,Scene 17,
6X20,Scene 1,"ROSWELL, NEW MEXICO JULY 2, 1947"
6X20,Scene 2,FBI HEADQUARTERS
6X20,Scene 3,"WASHINGTON, DC"
6X20,Scene 4,"ROSWELL MUNICIPAL BALLPARK JUNE 29, 1947"
6X20,Scene 5,
6X20,Scene 6,"ROSWELL MUNICIPAL BALLPARK JUNE 30, 1947"
6X20,Scene 7,
6X20,Scene 8,
6X20,Scene 9,
6X20,Scene 10,
6X20,Scene 11,
6X20,Scene 12,
6X20,Scene 13,
6X20,Scene 14,
6X20,Scene 15,
6X21,Scene 1,
6X21,Scene 2,"FBI HEADQUARTERS WASHINGTON, DC"
6X21,Scene 3,"BOONE COUNTY MORGUE ASHEVILLE, NORTH CAROLINA"
6X21,Scene 4,
6X21,Scene 5,
6X21,Scene 6,
6X21,Scene 7,
6X21,Scene 8,
6X21,Scene 9,
6X21,Scene 10,
6X22,Scene 1,
6X22,Scene 2,IVORY COAST WEST AFRICA
6X22,Scene 3,UNIVERSITE COTE  D'IVOIRE WEST AFRICA
6X22,Scene 4,DULLES INTERNATIONAL AIRPORT THREE DAYS LATER
6X22,Scene 5,"AMERICAN UNIVERSITY WASHINGTON, DC"
6X22,Scene 6,"FBI HEADQUARTERS WASHINGTON, DC"
6X22,Scene 7,AMERICAN UNIVERSITY 11:42 AM
6X22,Scene 8,
6X22,Scene 9,"SANDOZ RESIDENCE SILVER SPRING, MARYLAND"
6X22,Scene 10,
6X22,Scene 11,"SOUTHWESTERN GENERAL HOSPITAL GALLUP, NEW MEXICO"
6X22,Scene 12,AMERICAN UNIVERSITY 4:58 PM
6X22,Scene 13,
6X22,Scene 14,"GEORGETOWN MEMORIAL HOSPITAL WASHINGTON, DC"
6X22,Scene 15,
6X22,Scene 16,IVORY COAST 36 HOURS LATER
7ABX01,Scene 1,"COSTA MESA, CALIFORNIA 12:04 AM"
7ABX01,Scene 2,THREE DAYS LATER
7ABX01,Scene 3,
7ABX01,Scene 4,
7ABX01,Scene 5,IRVINE MEDICAL PARK
7ABX01,Scene 6,
7ABX01,Scene 7,DERWOOD SPINKS' RESIDENCE
7ABX01,Scene 8,
7ABX01,Scene 9,
7ABX01,Scene 10,
7ABX01,Scene 11,
7ABX01,Scene 12,
7ABX01,Scene 13,
7ABX02,Scene 1,"CHICAGO, ILLINOIS 10:24 PM"
7ABX02,Scene 2,"CHICAGO, ILLINOIS 9:17AM"
7ABX02,Scene 3,"MELROSE PARK, ILLINOIS 10:23 AM"
7ABX02,Scene 4,
7ABX02,Scene 5,
7ABX02,Scene 6,
7ABX02,Scene 7,
7ABX02,Scene 8,"ST. PATRICIA'S HOSPITAL CHICAGO, ILLINOIS"
7ABX02,Scene 9,
7ABX02,Scene 10,
7ABX02,Scene 11,
7ABX03,Scene 1,"IVORY COAST, WEST AFRICA"
7ABX03,Scene 2,"GEORGETOWN MEMORIAL HOSPITAL WASHINGTON, DC"
7ABX03,Scene 3,"IVORY COAST, WEST AFRICA"
7ABX03,Scene 4,GEORGETOWN MEMORIAL HOSPITAL 11:32 PM
7ABX03,Scene 5,
7ABX03,Scene 6,"G STREET WASHINGTON, DC 6:06 AM"
7ABX03,Scene 7,
7ABX03,Scene 8,
7ABX03,Scene 9,
7ABX03,Scene 10,
7ABX03,Scene 11,
7ABX03,Scene 12,
7ABX03,Scene 13,
7ABX03,Scene 14,DULLES INTERNATIONAL AIRPORT 9:25 AM
7ABX03,Scene 15,
7ABX03,Scene 16,
7ABX03,Scene 17,
7ABX04,Scene 1,
7ABX04,Scene 2,
7ABX04,Scene 3,
7ABX04,Scene 4,
7ABX04,Scene 5,
7ABX04,Scene 6,
7ABX04,Scene 7,
7ABX04,Scene 8,
7ABX04,Scene 9,
7ABX04,Scene 10,
7ABX04,Scene 11,
7ABX04,Scene 12,
7ABX04,Scene 13,
7ABX04,Scene 14,
7ABX04,Scene 15,
7ABX04,Scene 16,
7ABX04,Scene 17,"FBI HEADQUARTERS WASHINGTON, DC"
7ABX04,Scene 18,
7ABX04,Scene 19,
7ABX04,Scene 20,
7ABX04,Scene 21,
7ABX04,Scene 22,
7ABX04,Scene 23,
7ABX04,Scene 24,
7ABX04,Scene 25,
7ABX04,Scene 26,
7ABX04,Scene 27,
7ABX04,Scene 28,
7ABX04,Scene 29,
7ABX04,Scene 30,ONE WEEK LATER
7ABX04,Scene 31,
7ABX05,Scene 1,"TALLAHASSEE, FLORIDA DECEMBER 21, 1999"
7ABX05,Scene 2,"DECEMBER 30, 1999"
7ABX05,Scene 3,
7ABX05,Scene 4,"FBI HEADQUARTERS WASHINGTON, DC"
7ABX05,Scene 5,"HARTWELL PSYCHIATRIC HOSPITAL WOODBRIDGE, VIRGINA"
7ABX05,Scene 6,RURAL MARYLAND 11:21 PM
7ABX05,Scene 7,"DECEMBER 31, 1999 7:32 AM"
7ABX05,Scene 8,
7ABX05,Scene 9,RICE COUNTY MORGUE 10:32 AM
7ABX05,Scene 10,
7ABX05,Scene 11,
7ABX05,Scene 12,
7ABX05,Scene 13,
7ABX05,Scene 14,
7ABX06,Scene 1,"PITTSFIELD, VIRGINIA 11:49 PM"
7ABX06,Scene 2,"ST. JUDE'S MEMORIAL HOSPITAL PITTSFIELD, VIRGINIA"
7ABX06,Scene 3,PITTSFIELD SHERIFF'S STATION
7ABX06,Scene 4,
7ABX06,Scene 5,PITTSFIELD SHERIFF'S STATION 12:24 PM
7ABX06,Scene 6,REED RESIDENCE 8:52 PM
7ABX06,Scene 7,
7ABX06,Scene 8,
7ABX06,Scene 9,
7ABX06,Scene 10,
7ABX06,Scene 11,
7ABX06,Scene 12,
7ABX06,Scene 13,
7ABX06,Scene 14,
7ABX06,Scene 15,
7ABX07,Scene 1,
7ABX07,Scene 2,
7ABX07,Scene 3,"US PENETENTIARY MARION, ILLINOIS"
7ABX07,Scene 4,
7ABX07,Scene 5,"HARRISBURG, ILLINOIS 12:52 PM"
7ABX07,Scene 6,
7ABX07,Scene 7,"ST. CLARE MEDICAL CENTER HARRISBURG, ILLINOIS"
7ABX07,Scene 8,
7ABX07,Scene 9,
7ABX07,Scene 10,
7ABX07,Scene 11,"EQUALITY, ILLINOIS 5:02 PM"
7ABX07,Scene 12,
7ABX07,Scene 13,
7ABX07,Scene 14,
7ABX07,Scene 15,
7ABX07,Scene 16,
7ABX07,Scene 17,
7ABX07,Scene 18,
7ABX07,Scene 19,
7ABX08,Scene 1,
7ABX08,Scene 2,
7ABX08,Scene 3,"NORTH HOLLYWOOD, CALIFORNIA"
7ABX08,Scene 4,
7ABX08,Scene 5,
7ABX08,Scene 6,"CRADOCK MARINE BANK LOS ANGELES, CALIFORNIA"
7ABX08,Scene 7,
7ABX08,Scene 8,
7ABX08,Scene 9,
7ABX08,Scene 10,
7ABX08,Scene 11,
7ABX08,Scene 12,NORTH HOLLYWOOD STATION
7ABX08,Scene 13,
7ABX08,Scene 14,
7ABX08,Scene 15,
7ABX09,Scene 1,"BLESSING, TENNESSEE"
7ABX09,Scene 2,
7ABX09,Scene 3,"BLESSING COMMUNITY CHURCH BLESSING, TENNESSEE"
7ABX09,Scene 4,
7ABX09,Scene 5,BLESSING COMMUNITY CHURCH 7:03 PM
7ABX09,Scene 6,
7ABX09,Scene 7,10:06 PM
7ABX09,Scene 8,MCMINN COUNTY SHERIFF'S STATION 11:22 PM
7ABX09,Scene 9,
7ABX09,Scene 10,JARED CHIRP RESIDENCE 10:58 PM
7ABX09,Scene 11,
7ABX09,Scene 12,
7ABX09,Scene 13,
7ABX09,Scene 14,
7ABX09,Scene 15,
7ABX09,Scene 16,"HAMDEN, CONNECTICUT"
7ABX10,Scene 1,
7ABX10,Scene 2,FBI HEADQUARTERS 3:14 AM
7ABX10,Scene 3,"SACRAMENTO, CLAIFORNIA 8:12 AM"
7ABX10,Scene 4,10:12 PM
7ABX10,Scene 5,FBI HEADQUARTERS 9:41 AM
7ABX10,Scene 6,"REDDING, CALIFORNIA"
7ABX10,Scene 7,IDAHO WOMEN'S STATE PRISON
7ABX10,Scene 8,
7ABX10,Scene 9,
7ABX10,Scene 10,UNKNOWN LOCATION
7ABX10,Scene 11,"MRS. MULDER RESIDENCE GREENWICH, CONNECTICUT"
7ABX10,Scene 12,
7ABX10,Scene 13,
7ABX10,Scene 14,
7ABX10,Scene 15,LAPIERRE RESIDENCE 11:17 PM
7ABX10,Scene 16,
7ABX10,Scene 17,
7ABX11,Scene 1,
7ABX11,Scene 2,TECHNICAL SERVICE ROOM SACRAMENTO POLICE STATION
7ABX11,Scene 3,
7ABX11,Scene 4,
7ABX11,Scene 5,"RED CARRIAGE MOTEL SACRAMENTO, CALIFORNIA"
7ABX11,Scene 6,
7ABX11,Scene 7,
7ABX11,Scene 8,
7ABX11,Scene 9,
7ABX11,Scene 10,
7ABX11,Scene 11,
7ABX11,Scene 12,
7ABX11,Scene 13,
7ABX11,Scene 14,DOMINIC SAVIO MEMORIAL HOSPITAL 4:08 PM
7ABX11,Scene 15,"VICTORVILLE, CALIFORNIA"
7ABX12,Scene 1,"WILLOW PARK, CALIFORNIA"
7ABX12,Scene 2,
7ABX12,Scene 3,
7ABX12,Scene 4,
7ABX12,Scene 5,
7ABX13,Scene 1,
7ABX13,Scene 2,"FPS CORPORATE HEADQUARTERS INLAND EMPIRE, CALIFORNIA"
7ABX13,Scene 3,
7ABX13,Scene 4,
7ABX13,Scene 5,
7ABX13,Scene 6,L.A. COUNTY SHERIFF'S DEPARTMENT
7ABX13,Scene 7,FPS CORPORATE HEADQUARTERS 5:42 AM
7ABX14,Scene 1,"MARIN COUNTY, CALIFORNIA"
7ABX14,Scene 2,
7ABX14,Scene 3,"FOSTER CITY, CALIFORNIA"
7ABX14,Scene 4,
7ABX14,Scene 5,9:17 PM
7ABX14,Scene 6,"USF MEDICAL CENTER SAN FRANCISCO, CALIFORNIA"
7ABX14,Scene 7,
7ABX14,Scene 8,
7ABX14,Scene 9,"VALAENCIA AND 10TH SAN FRANCISCO, CALIFORNIA"
7ABX14,Scene 10,USF MEDICAL CENTER 9:10 PM
7ABX14,Scene 11,
7ABX14,Scene 12,"MUNICIPAL CEMETERY OAKLAND, CALIFORNIA"
7ABX14,Scene 13,
7ABX14,Scene 14,
7ABX14,Scene 15,11:23 PM
7ABX14,Scene 16,
7ABX14,Scene 17,SEQUOIA NATIONAL FOREST
7ABX14,Scene 18,
7ABX14,Scene 19,USF MEDICAL CENTER 10:23 AM
7ABX15,Scene 1,"GOOCHLAND, VIRGINIA"
7ABX15,Scene 2,
7ABX15,Scene 3,
7ABX15,Scene 4,"GOOCHLAND, VIRGINIA"
7ABX15,Scene 5,"FBI HEADQUARTERS WASHINGTON, DC"
7ABX15,Scene 6,
7ABX15,Scene 7,
7ABX15,Scene 8,
7ABX15,Scene 9,
7ABX15,Scene 10,
7ABX15,Scene 11,
7ABX15,Scene 12,
7ABX15,Scene 13,1:04 AM
7ABX15,Scene 14,
7ABX15,Scene 15,
7ABX15,Scene 16,
7ABX15,Scene 17,6:22 PM
7ABX15,Scene 18,
7ABX15,Scene 19,
7ABX15,Scene 20,4:32 PM
7ABX16,Scene 1,"EASTER SUNDAY BETHANY, VERMONT"
7ABX16,Scene 2,CRITTENDON RESIDENCE 9:12 PM
7ABX16,Scene 3,"SOUTHEAST WASHINGTON, DC 8:42 PM"
7ABX16,Scene 4,FBI HEADQUARTERS 9:17 PM
7ABX16,Scene 5,"BETHANY, VERMONT"
7ABX16,Scene 6,
7ABX16,Scene 7,ADDERLY RESIDENCE 7:18 PM
7ABX16,Scene 8,
7ABX16,Scene 9,
7ABX16,Scene 10,
7ABX16,Scene 11,ADDERLY RESIDENCE 3:23 PM
7ABX16,Scene 12,
7ABX16,Scene 13,
7ABX16,Scene 14,
7ABX16,Scene 15,
7ABX16,Scene 16,
7ABX16,Scene 17,
7ABX16,Scene 18,DESCHAMPS COUNTY PSYCHIATRIC HOSPITAL
7ABX17,Scene 1,
7ABX17,Scene 2,63 HOURS EARLIER
7ABX17,Scene 3,WASHINGTON NATIONAL HOSPITAL
7ABX17,Scene 4,
7ABX17,Scene 5,
7ABX17,Scene 6,
7ABX17,Scene 7,
7ABX17,Scene 8,
7ABX17,Scene 9,
7ABX17,Scene 10,
7ABX17,Scene 11,
7ABX17,Scene 12,
7ABX17,Scene 13,
7ABX18,Scene 1,
7ABX18,Scene 2,EIGHTEEN MONTHS EARLIER
7ABX18,Scene 3,
7ABX18,Scene 4,"ADAMS MORGAN DISTRICT WASHINGTON, DC"
7ABX18,Scene 5,
7ABX18,Scene 6,
7ABX18,Scene 7,
7ABX18,Scene 8,
7ABX18,Scene 9,
7ABX18,Scene 10,
7ABX18,Scene 11,
7ABX18,Scene 12,
7ABX18,Scene 13,
7ABX18,Scene 14,
7ABX18,Scene 15,
7ABX18,Scene 16,
7ABX18,Scene 17,"THE BEVERLY ERNESTO HOTEL HOLLYWOOD, CALIFORNIA"
7ABX18,Scene 18,SIXTEEN MONTHS LATER
7ABX19,Scene 1,"WINSTON-SALEM, NORTH CAROLINA 9:47 PM"
7ABX19,Scene 2,
7ABX19,Scene 3,MORLEY TOBACCO HEADQUARTERS
7ABX19,Scene 4,DR. VOSS RESIDENCE 7:38 PM
7ABX19,Scene 5,FORSYTH COUNTY MORGUE 8:02 PM
7ABX19,Scene 6,DOWNTOWN WINSTON-SALEM 11:24 PM
7ABX19,Scene 7,6:16 AM
7ABX19,Scene 8,
7ABX19,Scene 9,
7ABX19,Scene 10,
7ABX19,Scene 11,
7ABX19,Scene 12,ASHFORD MEDICAL CENTER 4:20 PM
7ABX19,Scene 13,MORLEY TOBACCO AGRICULTURAL REASEARCH DIVISION
7ABX19,Scene 14,
7ABX19,Scene 15,
7ABX19,Scene 16,
7ABX19,Scene 17,
7ABX19,Scene 18,
7ABX19,Scene 19,
7ABX19,Scene 20,
7ABX19,Scene 21,FBI HEADQUARTERS TWO WEEKS LATER
7ABX20,Scene 1,"KANSAS CITY, KANSAS"
7ABX20,Scene 2,"KANSAS CITY, KANSAS ONE DAY LATER"
7ABX20,Scene 3,
7ABX20,Scene 4,DOWNTOWN KANSAS CITY
7ABX20,Scene 5,
7ABX20,Scene 6,PORCHERIE HOTEL 9:17 PM
7ABX20,Scene 7,FROGGY'S BAR
7ABX20,Scene 8,PAT DEVINE'S KANSAS CITY AUDITORIUM
7ABX20,Scene 9,
7ABX20,Scene 10,
7ABX20,Scene 11,
7ABX20,Scene 12,KANSAS CITY PENITENTIARY 7:32 PM
7ABX20,Scene 13,
7ABX20,Scene 14,KANSAS CITY PENITENTIARY 11:38 PM
7ABX20,Scene 15,
7ABX20,Scene 16,
7ABX21,Scene 1,"CREVE COEUR, MISSOURI"
7ABX21,Scene 2,FBI HEADQUARTERS 9:22 AM
7ABX21,Scene 3,"MARK TWAIN TRAILER COURT OLIVETTE, MISSOURI"
7ABX21,Scene 4,
7ABX21,Scene 5,
7ABX21,Scene 6,4:36 PM
7ABX21,Scene 7,
7ABX21,Scene 8,
7ABX21,Scene 9,
7ABX21,Scene 10,
7ABX21,Scene 11,
7ABX21,Scene 12,
7ABX21,Scene 13,
7ABX21,Scene 14,
7ABX21,Scene 15,
7ABX21,Scene 16,
7ABX21,Scene 17,
7ABX21,Scene 18,
7ABX22,Scene 1,"BELLEFLEUR, OREGON PRESENT DAY"
7ABX22,Scene 2,
7ABX22,Scene 3,"PENAL COLONY FORJ SIDI TOUI, TUNISIA"
7ABX22,Scene 4,
7ABX22,Scene 5,"BELLEFLUER, OREGON"
7ABX22,Scene 6,
7ABX22,Scene 7,
7ABX22,Scene 8,
7ABX22,Scene 9,
7ABX22,Scene 10,
7ABX22,Scene 11,
7ABX22,Scene 12,"BELLEFLUER, OREGON 8:07 PM"
7ABX22,Scene 13,
7ABX22,Scene 14,
7ABX22,Scene 15,
7ABX22,Scene 16,
7ABX22,Scene 17,
7ABX22,Scene 18,
7ABX22,Scene 19,TWO DAYS LATER
7ABX22,Scene 20,
7ABX22,Scene 21,
7ABX22,Scene 22,
7ABX22,Scene 23,
7ABX22,Scene 24,
8ABX01,Scene 1,
8ABX01,Scene 2,
8ABX01,Scene 3,
8ABX01,Scene 4,
8ABX01,Scene 5,
8ABX01,Scene 6,
8ABX01,Scene 7,
8ABX01,Scene 8,
8ABX01,Scene 9,
8ABX01,Scene 10,
8ABX01,Scene 11,
8ABX02,Scene 1,
8ABX02,Scene 2,
8ABX02,Scene 3,
8ABX02,Scene 4,
8ABX02,Scene 5,
8ABX02,Scene 6,
8ABX02,Scene 7,
8ABX02,Scene 8,MacLAREN REGIONAL MEDICAL CENTER 12:48 AM
8ABX02,Scene 9,
8ABX02,Scene 10,
8ABX02,Scene 11,
8ABX02,Scene 12,
8ABX03,Scene 1,
8ABX03,Scene 2,
8ABX03,Scene 3,
8ABX03,Scene 4,
8ABX03,Scene 5,
8ABX03,Scene 6,
8ABX03,Scene 7,
8ABX03,Scene 8,
8ABX03,Scene 9,
8ABX03,Scene 10,
8ABX03,Scene 11,
8ABX03,"Scene 12

(Black Screen)",
8ABX03,Scene 13,
8ABX03,Scene 14,"TRINA GALVEZ RESIDENCE BALTIMORE, MARYLAND 12:36 PM"
8ABX03,Scene 15,
8ABX03,Scene 16,"MONDAY, DECEMBER 4 STRAND HOTEL WASHINGTON, DC 2:07 AM"
8ABX03,Scene 17,
8ABX03,Scene 18,MARYLAND STATE PENETENTIARY THREE MONTHS LATER
8ABX04,Scene 1,"BURLEY, IDAHO 3:08 AM"
8ABX04,Scene 2,
8ABX04,Scene 3,"BURLEY, IDAHO 11:18 AM"
8ABX04,Scene 4,MCKESSON RESIDENCE 3: 18 PM
8ABX04,Scene 5,CASSIA COUNTY MORGUE
8ABX04,Scene 6,MCKESSON RESIDENCE 5:51 PM
8ABX04,Scene 7,
8ABX04,Scene 8,CASSIA COUNTY CEMETERY 10:23 PM
8ABX04,Scene 9,1:07 AM
8ABX04,Scene 10,SLADE RIVER 6:58 AM
8ABX04,Scene 11,4:28 PM
8ABX04,Scene 12,BIRD ISLAND 9:17 PM
8ABX04,Scene 13,TWO WEEKS LATER
8ABX05,Scene 1,"SEVIER DESERT JUAB COUNTY, UTAH 12:36 AM"
8ABX05,Scene 2,"SEVIER DESERT JUAB COUNTY, UTAH 11:17 AM"
8ABX05,Scene 3,
8ABX05,Scene 4,
8ABX05,Scene 5,
8ABX05,Scene 6,
8ABX05,Scene 7,
8ABX05,Scene 8,
8ABX05,Scene 9,
8ABX05,Scene 10,
8ABX05,Scene 11,"BYU MEDICAL CENTER PROVO, UTAH ONE WEEK LATER"
8ABX06,Scene 1,"WEBSTER ELEMENTARY SCHOOL DEXTER OKLAHOMA SEPTEMBER 21, 1990"
8ABX06,Scene 2,WEBSTER ELEMENTARY SCHOOL DEXTER OKLAHOMA TEN YEARS LATER
8ABX06,Scene 3,DEXTER COMMUNITY HOSPITAL 11:02 AM
8ABX06,Scene 4,
8ABX06,Scene 5,DEXTER COMMUNITY HOSPITAL 9:48 PM
8ABX06,Scene 6,UNDERWOOD RESIDENCE 10:14 PM
8ABX06,Scene 7,"BAKER COUNTY, OKLAHOMA 7:42 AM"
8ABX06,Scene 8,
8ABX06,Scene 9,DEXTER COMMUNITY HOSPITAL 11:09 AM
8ABX06,Scene 10,
8ABX06,Scene 11,UNDERWOOD RESIDENCE 5:53 PM
8ABX06,Scene 12,
8ABX06,Scene 13,DALE'S FOOD AND GAS 9:17 PM
8ABX06,Scene 14,
8ABX06,Scene 15,
8ABX06,Scene 16,
8ABX06,Scene 17,
8ABX07,Scene 1,
8ABX07,Scene 2,"FALLS CHURCH, VIRGINIA 3:26 AM"
8ABX07,Scene 3,
8ABX07,Scene 4,
8ABX07,Scene 5,OFFICE OF THE DEPUTY DIRECTOR 2:18 PM
8ABX07,Scene 6,"HILL DISTRICT PITTSBURGH, PENNSYLVANIA"
8ABX07,Scene 7,10:22PM
8ABX07,Scene 8,4:07 AM
8ABX07,Scene 9,"SOUTHWEST WASHINGTON, DC 4:54 AM"
8ABX07,Scene 10,FBI HEADQUARTERS 5:02 PM
8ABX07,Scene 11,"SOUTHWEST WASHINGTON, DC 5:39 pm"
8ABX07,Scene 12,WASHINGTON NATIONAL HOSPITAL 6:07 PM
8ABX07,Scene 13,
8ABX07,Scene 14,
8ABX07,Scene 15,
8ABX08,Scene 1,
8ABX08,Scene 2,
8ABX08,Scene 3,
8ABX08,Scene 4,"ZEUS GENETICS GERMANTOWN, MARYLAND"
8ABX08,Scene 5,
8ABX08,Scene 6,
8ABX08,Scene 7,
8ABX08,Scene 8,
8ABX08,Scene 9,
8ABX08,Scene 10,
8ABX08,Scene 11,WALDEN-FREEDMAN ARMY RESEARCH HOSPITAL 5:01 AM
8ABX08,Scene 12,
8ABX08,Scene 13,
8ABX08,Scene 14,
8ABX08,Scene 15,
8ABX08,Scene 16,
8ABX08,Scene 17,FBI HEADQUARTERS 8:25 PM
8ABX08,Scene 18,
8ABX08,Scene 19,
8ABX08,Scene 20,
8ABX09,Scene 1,"WORCESTER, MASSACHUSETTS 8:34 PM"
8ABX09,Scene 2,
8ABX09,Scene 3,
8ABX09,Scene 4,
8ABX09,Scene 5,CHASE REAL ESTATE 9:17 AM
8ABX09,Scene 6,1310 SOUTH MAIN STREET 11.32 PM
8ABX09,Scene 7,1310 SOUTH MAIN STREET 8:07 AM
8ABX09,Scene 8,
8ABX09,Scene 9,
8ABX09,Scene 10,
8ABX09,Scene 11,7.44 AM
8ABX09,Scene 12,
8ABX09,Scene 13,
8ABX09,Scene 14,
8ABX09,Scene 15,WORCESTER BUS STATION 2:23 PM
8ABX09,Scene 16,
8ABX09,Scene 17,
8ABX09,Scene 18,
8ABX09,Scene 19,
8ABX10,Scene 1,
8ABX10,Scene 2,"MUNCIE, INDIANA 8:07 AM"
8ABX10,Scene 3,
8ABX10,Scene 4,ST. CLARE'S HALFWAY HOUSE 9:41 AM
8ABX10,Scene 5,
8ABX10,Scene 6,
8ABX10,Scene 7,SOUTHSIDE SALVAGE 10:12 PM
8ABX10,Scene 8,
8ABX10,Scene 9,
8ABX10,Scene 10,CHAMBER TECHNOLOGIES 10:23 AM
8ABX10,Scene 11,
8ABX10,Scene 12,
8ABX10,Scene 13,CHAMBER TECHNOLOGIES 9:52 PM
8ABX10,Scene 14,ST. CLARE'S HALFWAY HOUSE 11:08 PM
8ABX10,Scene 15,SOUTHSIDE SALVAGE 11:34 PM
8ABX10,Scene 16,
8ABX10,Scene 17,
8ABX10,Scene 18,
8ABX10,Scene 19,PEARCE RESIDENCE 2:17 AM
8ABX10,Scene 20,
8ABX10,Scene 21,
8ABX11,Scene 1,SQUAMASH TOWNSHIP PENNSYLVANIA
8ABX11,Scene 2,
8ABX11,Scene 3,
8ABX11,Scene 4,"ALEXANDRIA, VIRGINIA 2:18 PM"
8ABX11,Scene 5,
8ABX11,Scene 6,FIREARMS TOOLMARK UNIT FBI HEADQUARTERS 4:41 PM
8ABX11,Scene 7,
8ABX11,Scene 8,SQUAMASH SHERIFF'S STATION 7:48 PM
8ABX11,Scene 9,
8ABX11,Scene 10,
8ABX11,Scene 11,
8ABX11,Scene 12,
8ABX11,Scene 13,
8ABX11,Scene 14,
8ABX11,Scene 15,
8ABX11,Scene 16,
8ABX11,Scene 17,
8ABX11,Scene 18,
8ABX11,Scene 19,
8ABX11,Scene 20,
8ABX12,Scene 1,"SAHAR INTERNATIONAL AIRPORT MUMBAI, INDIA"
8ABX12,Scene 2,"DULLES INTERNATIONAL AIRPORT WASHINGTON, DC"
8ABX12,Scene 3,"HOTEL BELMONT WASHINGTON, DC 9:46 AM"
8ABX12,Scene 4,"FAIRMONT ELEMENTARY SCHOOL CHEVERLY, MARYLAND"
8ABX12,Scene 5,
8ABX12,Scene 6,FBI HEADQUARTERS 5:45 PM
8ABX12,Scene 7,"CHEVERLY, MARYLAND 10:07 PM"
8ABX12,Scene 8,
8ABX12,Scene 9,
8ABX12,Scene 10,
8ABX12,Scene 11,
8ABX12,Scene 12,
8ABX12,Scene 13,
8ABX12,Scene 14,
8ABX12,Scene 15,
8ABX12,Scene 16,
8ABX12,Scene 17,
8ABX12,Scene 18,
8ABX12,Scene 19,
8ABX12,Scene 20,"SAHAR INTERNATIONAL AIRPORT MUMBAI, INDIA TWO WEEKS LATER"
8ABX13,Scene 1,"CLAY STREET STATION BOSTON, MASSACHUSETTS"
8ABX13,Scene 2,"TRANSIT OPERATIONS CENTER BOSTON, MASSACUSETTS 10:34 AM"
8ABX13,Scene 3,TRANSIT CONTROL CENTER 11:51 AM
8ABX13,Scene 4,
